state,state_abbr,year,month,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index
Alabama,AL,2024,1,0.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,17.0,21.0,7.9
Alabama,AL,2024,2,0.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,25.0,14.0,8.95
Alabama,AL,2024,3,15.0,46.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,29.0,0.0,0.0,0.0,0.0,48.0,33.0,0.0,21.0,21.0,13.0
Alabama,AL,2024,4,11.0,58.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,70.0,36.0,0.0,20.0,18.0,13.15
Alabama,AL,2024,5,0.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,70.0,41.0,0.0,16.0,20.0,11.9
Alabama,AL,2024,6,10.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,77.0,29.0,0.0,17.0,18.0,11.7
Alabama,AL,2024,7,9.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,64.0,30.0,0.0,15.0,31.0,13.6
Alabama,AL,2024,8,0.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,30.0,0.0,41.0,41.0,0.0,15.0,29.0,14.1
Alabama,AL,2024,9,0.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,57.0,33.0,0.0,16.0,16.0,11.15
Alabama,AL,2024,10,9.0,61.0,26.0,0.0,100.0,0.0,0.0,0.0,27.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,72.0,0.0,19.0,29.0,22.15
Alabama,AL,2024,11,8.0,61.0,16.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,0.0,50.0,44.0,0.0,17.0,10.0,13.3
Alabama,AL,2024,12,7.0,55.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,57.0,0.0,47.0,40.0,0.0,21.0,26.0,15.0
Alabama,AL,2025,1,8.0,56.0,21.0,0.0,0.0,0.0,26.0,100.0,0.0,0.0,39.0,0.0,0.0,35.0,0.0,53.0,55.0,0.0,22.0,29.0,22.2
Alabama,AL,2025,2,6.0,66.0,23.0,25.0,0.0,0.0,19.0,36.0,34.0,0.0,34.0,0.0,0.0,45.0,0.0,63.0,51.0,0.0,17.0,44.0,23.15
Alabama,AL,2025,3,9.0,59.0,24.0,32.0,0.0,9.0,22.0,34.0,26.0,0.0,38.0,0.0,100.0,49.0,0.0,35.0,49.0,0.0,23.0,35.0,27.2
Alabama,AL,2025,4,9.0,80.0,19.0,0.0,0.0,55.0,26.0,30.0,22.0,0.0,39.0,0.0,0.0,64.0,36.0,68.0,58.0,0.0,23.0,46.0,28.75
Alabama,AL,2025,5,7.0,60.0,28.0,0.0,0.0,19.0,19.0,31.0,34.0,0.0,30.0,0.0,0.0,46.0,0.0,63.0,44.0,0.0,28.0,49.0,22.9
Alabama,AL,2025,6,10.0,64.0,28.0,19.0,0.0,0.0,17.0,25.0,18.0,0.0,38.0,0.0,0.0,55.0,0.0,35.0,52.0,0.0,22.0,30.0,20.65
Alabama,AL,2025,7,13.0,77.0,28.0,19.0,0.0,0.0,24.0,29.0,31.0,0.0,42.0,58.0,24.0,54.0,0.0,28.0,45.0,0.0,55.0,26.0,27.65
Alabama,AL,2025,8,13.0,72.0,24.0,18.0,23.0,0.0,22.0,18.0,22.0,0.0,37.0,25.0,22.0,53.0,0.0,29.0,46.0,0.0,24.0,31.0,23.95
Alabama,AL,2025,9,8.0,72.0,28.0,17.0,0.0,0.0,26.0,32.0,19.0,0.0,66.0,0.0,14.0,47.0,0.0,46.0,70.0,0.0,16.0,36.0,24.85
Alabama,AL,2025,10,7.0,74.0,23.0,13.0,0.0,19.0,23.0,23.0,21.0,0.0,77.0,0.0,0.0,55.0,0.0,37.0,51.0,0.0,21.0,22.0,23.3
Alabama,AL,2025,11,18.0,72.0,24.0,16.0,21.0,19.0,29.0,12.0,34.0,32.0,57.0,0.0,27.0,61.0,0.0,40.0,45.0,0.0,18.0,26.0,27.55
Alabama,AL,2025,12,16.0,64.0,27.0,17.0,20.0,29.0,32.0,25.0,18.0,0.0,59.0,0.0,19.0,52.0,46.0,43.0,48.0,0.0,28.0,29.0,28.6
Alabama,AL,2026,1,19.0,74.0,29.0,20.0,20.0,26.0,26.0,27.0,23.0,0.0,64.0,21.0,20.0,71.0,32.0,27.0,50.0,54.0,26.0,15.0,32.2
Alabama,AL,2026,2,21.0,78.0,23.0,19.0,20.0,26.0,23.0,28.0,32.0,20.0,67.0,20.0,20.0,71.0,40.0,35.0,40.0,16.0,23.0,23.0,32.25
Alaska,AK,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Alaska,AK,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,AK,2022,12,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,4.65
Alaska,AK,2023,1,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.75
Alaska,AK,2023,2,0.0,42.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,8.95
Alaska,AK,2023,3,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.8
Alaska,AK,2023,4,0.0,46.0,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,32.0,,8.666666666666666
Alaska,AK,2023,5,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0
Alaska,AK,2023,6,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,4.0
Alaska,AK,2023,7,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.3
Alaska,AK,2023,8,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.85
Alaska,AK,2023,9,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
Alaska,AK,2023,10,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.55
Alaska,AK,2023,11,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.35
Alaska,AK,2023,12,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.6
Alaska,AK,2024,1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.8
Alaska,AK,2024,2,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,6.3
Alaska,AK,2024,3,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.35
Alaska,AK,2024,4,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,25.0,0.0,7.7
Alaska,AK,2024,5,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,17.0,0.0,8.15
Alaska,AK,2024,6,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,8.95
Alaska,AK,2024,7,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.05
Alaska,AK,2024,8,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,7.4
Alaska,AK,2024,9,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,18.0,0.0,11.0
Alaska,AK,2024,10,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,20.0,0.0,8.1
Alaska,AK,2024,11,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,20.0,0.0,10.5
Alaska,AK,2024,12,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,6.3
Alaska,AK,2025,1,0.0,48.0,55.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.1
Alaska,AK,2025,2,0.0,55.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.45
Alaska,AK,2025,3,0.0,52.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,26.0,0.0,7.45
Alaska,AK,2025,4,0.0,55.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,51.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,19.0,0.0,11.65
Alaska,AK,2025,5,0.0,47.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,7.2
Alaska,AK,2025,6,24.0,52.0,35.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,36.0,53.0,100.0,35.0,53.0,23.55
Alaska,AK,2025,7,29.0,53.0,40.0,33.0,0.0,0.0,35.0,0.0,0.0,0.0,52.0,0.0,0.0,64.0,0.0,30.0,35.0,0.0,54.0,20.0,22.25
