state,state_abbr,year,month,Anthropic_interest,ChatGPT_interest,Claude AI_interest,Claude Code_interest,Claude Opus_interest,Claude Sonnet_interest,DeepSeek_interest,Gemini Pro_interest,GitHub Copilot_interest,Google DeepMind_interest,Google Gemini_interest,GPT-4_interest,GPT-5_interest,Grok AI_interest,Llama AI_interest,Meta AI_interest,Microsoft Copilot_interest,Mistral AI_interest,OpenAI_interest,Perplexity AI_interest,ai_interest_index,ui_first_payments_total,ui_pct_within_21_days,ui_avg_days_to_first_payment_approx,unemployment_rate
Alabama,AL,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13933.0,89.69353333811813,10.70544749874399,
Alabama,AL,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12332.0,89.92053194939994,11.011393123580929,
Alabama,AL,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12577.0,90.62574540828496,11.16379104714956,
Alabama,AL,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21919.0,93.56266253022493,10.220493635658562,
Alabama,AL,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8918.0,85.17604844135457,12.465743440233236,
Alabama,AL,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284.0,84.58264689730916,12.502471169686984,
Alabama,AL,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9839.0,86.41122065250534,11.802774672222789,
Alabama,AL,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5496.0,77.89301310043668,15.081968704512372,
Alabama,AL,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.0,84.29971416904858,11.955798285014293,
Alabama,AL,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5116.0,87.86161063330728,10.518275996872555,
Alabama,AL,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4942.0,89.15418858761635,9.822946175637394,
Alabama,AL,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,86.09429065743944,10.894679930795848,
Alabama,AL,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5324.0,87.13373403456049,10.893407212622089,
Alabama,AL,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3469.0,81.46439896223696,12.473191121360625,
Alabama,AL,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.0,85.45554335894622,10.998627881448956,
Alabama,AL,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,87.34463276836159,10.594491525423727,
Alabama,AL,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.0,89.23791821561339,9.266449814126394,
Alabama,AL,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.1,4656.0,88.1872852233677,10.630154639175258,
Alabama,AL,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.1,5889.0,87.02665987434199,10.832144676515538,
Alabama,AL,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.15,3493.0,84.05382192957343,11.676782135699971,
Alabama,AL,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.65,2837.0,84.27916813535424,12.344554106450476,
Alabama,AL,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.15,2725.0,87.26605504587155,10.7348623853211,
Alabama,AL,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.95,2923.0,88.1628463906945,10.508210742387956,
Alabama,AL,2022,12,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.9,4696.0,89.20357751277683,10.256920783645656,
Alabama,AL,2023,1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,3.55,7182.0,89.2926761347814,9.97145641882484,
Alabama,AL,2023,2,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.1,5206.0,86.72685363042643,10.519880906646176,
Alabama,AL,2023,3,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,26.0,0.0,27.0,0.0,6.5,2667.0,85.86426696662917,11.44206974128234,
Alabama,AL,2023,4,0.0,36.0,0.0,,,,,,12.0,0.0,0.0,,,,,,0.0,0.0,25.0,,8.11111111111111,2484.0,88.88888888888889,10.055958132045088,
Alabama,AL,2023,5,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,2875.0,89.28695652173914,10.348173913043478,
Alabama,AL,2023,6,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,26.0,66.0,8.65,3383.0,89.9497487437186,9.89225539462016,
Alabama,AL,2023,7,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.15,4354.0,88.2636655948553,10.27411575562701,
Alabama,AL,2023,8,0.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,55.0,13.4,3857.0,86.07726212081928,11.606040964480163,
Alabama,AL,2023,9,17.0,44.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,7.65,3844.0,87.92924037460979,10.38423517169615,
Alabama,AL,2023,10,0.0,52.0,46.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,7.8,4258.0,92.555190230155,8.340300610615312,
Alabama,AL,2023,11,0.0,45.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,17.0,41.0,9.05,3753.0,92.88569144684251,8.302957633892886,
Alabama,AL,2023,12,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,62.0,0.0,32.0,11.0,0.0,17.0,0.0,8.9,5392.0,92.45178041543026,8.101446587537092,
Alabama,AL,2024,1,0.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,17.0,21.0,7.9,7046.0,90.4626738575078,9.435992052228215,
Alabama,AL,2024,2,0.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,25.0,14.0,8.95,4216.0,88.61480075901328,9.876067362428843,
Alabama,AL,2024,3,15.0,46.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,29.0,0.0,0.0,0.0,0.0,48.0,33.0,0.0,21.0,21.0,13.0,3803.0,88.82461214830397,9.272022087825402,
Alabama,AL,2024,4,11.0,58.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,70.0,36.0,0.0,20.0,18.0,13.15,4195.0,89.55899880810489,9.483909415971397,
Alabama,AL,2024,5,0.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,70.0,41.0,0.0,16.0,20.0,11.9,5004.0,89.26858513189448,9.512390087929656,
Alabama,AL,2024,6,10.0,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,77.0,29.0,0.0,17.0,18.0,11.7,5285.0,88.83632923368022,9.820340586565752,
Alabama,AL,2024,7,9.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,64.0,30.0,0.0,15.0,31.0,13.6,7471.0,90.40289117922634,9.06726007227948,
Alabama,AL,2024,8,0.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,30.0,0.0,41.0,41.0,0.0,15.0,29.0,14.1,6009.0,84.70627392244965,11.503411549342651,
Alabama,AL,2024,9,0.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,57.0,33.0,0.0,16.0,16.0,11.15,5035.0,81.62859980139027,13.446077457795433,
Alabama,AL,2024,10,9.0,61.0,26.0,0.0,100.0,0.0,0.0,0.0,27.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,72.0,0.0,19.0,29.0,22.15,4467.0,78.26281620774569,15.109469442578911,
Alabama,AL,2024,11,8.0,61.0,16.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,0.0,50.0,44.0,0.0,17.0,10.0,13.3,4220.0,78.43601895734598,14.347748815165875,
Alabama,AL,2024,12,7.0,55.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,57.0,0.0,47.0,40.0,0.0,21.0,26.0,15.0,6794.0,83.72093023255815,12.138872534589344,
Alabama,AL,2025,1,8.0,56.0,21.0,0.0,0.0,0.0,26.0,100.0,0.0,0.0,39.0,0.0,0.0,35.0,0.0,53.0,55.0,0.0,22.0,29.0,22.2,7130.0,90.2805049088359,9.94859747545582,
Alabama,AL,2025,2,6.0,66.0,23.0,25.0,0.0,0.0,19.0,36.0,34.0,0.0,34.0,0.0,0.0,45.0,0.0,63.0,51.0,0.0,17.0,44.0,23.15,4896.0,86.31535947712419,10.999897875816991,
Alabama,AL,2025,3,9.0,59.0,24.0,32.0,0.0,9.0,22.0,34.0,26.0,0.0,38.0,0.0,100.0,49.0,0.0,35.0,49.0,0.0,23.0,35.0,27.2,5357.0,87.54900130670151,10.80735486279634,
Alabama,AL,2025,4,9.0,80.0,19.0,0.0,0.0,55.0,26.0,30.0,22.0,0.0,39.0,0.0,0.0,64.0,36.0,68.0,58.0,0.0,23.0,46.0,28.75,4469.0,91.89975385992392,9.711009174311927,
Alabama,AL,2025,5,7.0,60.0,28.0,0.0,0.0,19.0,19.0,31.0,34.0,0.0,30.0,0.0,0.0,46.0,0.0,63.0,44.0,0.0,28.0,49.0,22.9,4297.0,90.15592273679312,9.851175238538517,
Alabama,AL,2025,6,10.0,64.0,28.0,19.0,0.0,0.0,17.0,25.0,18.0,0.0,38.0,0.0,0.0,55.0,0.0,35.0,52.0,0.0,22.0,30.0,20.65,5731.0,87.17501308672134,10.625196300820102,
Alabama,AL,2025,7,13.0,77.0,28.0,19.0,0.0,0.0,24.0,29.0,31.0,0.0,42.0,58.0,24.0,54.0,0.0,28.0,45.0,0.0,55.0,26.0,27.65,6210.0,88.38969404186795,10.276650563607085,
Alabama,AL,2025,8,13.0,72.0,24.0,18.0,23.0,0.0,22.0,18.0,22.0,0.0,37.0,25.0,22.0,53.0,0.0,29.0,46.0,0.0,24.0,31.0,23.95,4831.0,85.38604843717657,11.359138894638791,
Alabama,AL,2025,9,8.0,72.0,28.0,17.0,0.0,0.0,26.0,32.0,19.0,0.0,66.0,0.0,14.0,47.0,0.0,46.0,70.0,0.0,16.0,36.0,24.85,4696.0,88.22402044293015,10.39853066439523,
Alabama,AL,2025,10,7.0,74.0,23.0,13.0,0.0,19.0,23.0,23.0,21.0,0.0,77.0,0.0,0.0,55.0,0.0,37.0,51.0,0.0,21.0,22.0,23.3,4491.0,90.603429080383,9.926519706078825,
Alabama,AL,2025,11,18.0,72.0,24.0,16.0,21.0,19.0,29.0,12.0,34.0,32.0,57.0,0.0,27.0,61.0,0.0,40.0,45.0,0.0,18.0,26.0,27.55,3798.0,85.62401263823065,10.83241179568194,
Alabama,AL,2025,12,16.0,64.0,27.0,17.0,20.0,29.0,32.0,25.0,18.0,0.0,59.0,0.0,19.0,52.0,46.0,43.0,48.0,0.0,28.0,29.0,28.6,5442.0,82.41455347298788,12.186420433664097,
Alabama,AL,2026,1,19.0,74.0,29.0,20.0,20.0,26.0,26.0,27.0,23.0,0.0,64.0,21.0,20.0,71.0,32.0,27.0,50.0,54.0,26.0,15.0,32.2,6587.0,86.7162592986185,11.312509488386215,
Alabama,AL,2026,2,21.0,78.0,23.0,19.0,20.0,26.0,23.0,28.0,32.0,20.0,67.0,20.0,20.0,71.0,40.0,35.0,40.0,16.0,23.0,23.0,32.25,4306.0,88.27217835578263,10.567696237807713,
Alaska,AK,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.0,97.57749413909872,8.749283667621777,
Alaska,AK,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,97.2784600066379,8.814304679721207,
Alaska,AK,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.0,97.96192008581389,8.365379458299813,
Alaska,AK,2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58007.0,70.3484062268347,13.7937576499388,
Alaska,AK,2020,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19731.0,85.45436115756931,11.493715473113374,
Alaska,AK,2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11616.0,83.53133608815428,13.23162017906336,
Alaska,AK,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339.0,87.86874901404008,11.829310616816532,
Alaska,AK,2020,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.0,88.57887874837027,11.420990873533247,
Alaska,AK,2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3615.0,90.09681881051176,10.368188105117566,
Alaska,AK,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3993.0,92.4367643375908,9.890182819934886,
Alaska,AK,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5192.0,94.58782742681048,9.0462249614792,
Alaska,AK,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.0,93.1289477738407,9.208750577723,
Alaska,AK,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577.0,91.5228315490496,10.009722525671837,
Alaska,AK,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4684.0,92.27156276686593,9.63599487617421,
Alaska,AK,2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.0,94.40347071583514,9.181344902386115,
Alaska,AK,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5038.0,94.5414847161572,8.97905915045653,
Alaska,AK,2021,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.0,94.11591644601354,9.01765225066196,
Alaska,AK,2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3354.0,92.66547406082287,10.176058437686343,
Alaska,AK,2021,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,87.40118577075098,13.028903162055336,
Alaska,AK,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,87.16332378223495,11.969340974212034,
Alaska,AK,2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,93.99410464259395,8.974944731024319,
Alaska,AK,2021,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,93.8284518828452,8.95842050209205,
Alaska,AK,2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3337.0,96.1042852861852,8.570722205573869,
Alaska,AK,2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.0,96.00997506234414,8.542394014962593,
Alaska,AK,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.0,96.01786378861183,8.49497580945292,
Alaska,AK,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,96.99029126213593,8.274514563106797,
Alaska,AK,2022,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.0,97.81659388646288,8.260098253275109,
Alaska,AK,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.0,96.74289674289676,8.371101871101871,
Alaska,AK,2022,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0,96.01837672281776,8.55551301684533,
Alaska,AK,2022,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.0,97.30848861283644,8.201173222912354,
Alaska,AK,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.0,97.52252252252252,8.308933933933934,
Alaska,AK,2022,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,95.864262990456,8.688759278897138,
Alaska,AK,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,95.28735632183908,9.001149425287357,
Alaska,AK,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,96.83098591549296,8.524647887323944,
Alaska,AK,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519.0,96.74473997618102,8.284636760619293,
Alaska,AK,2022,12,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,4.65,2471.0,96.68150546337516,8.443747470659652,
Alaska,AK,2023,1,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.75,2625.0,96.0,8.490666666666666,
Alaska,AK,2023,2,0.0,42.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,8.95,2128.0,94.12593984962406,9.054981203007518,
Alaska,AK,2023,3,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.8,1489.0,93.48556077904634,9.414036265950305,
Alaska,AK,2023,4,0.0,46.0,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,32.0,,8.666666666666666,1192.0,97.1476510067114,8.283137583892618,
